Recency,Frequency,Monetary,Cluster
198,5,1143.27,1
56,2,245.81,0
10,2,182.77,0
96,4,1225.41,0
254,1,56.4,1
24,3,665.86,0
21,3,658.57,0
159,2,188.02,1
72,2,283.47,0
53,1,131.94,0
85,2,278.74,0
152,4,1865.19,1
73,2,1117.9,0
281,1,225.9,1
26,14,1965.55,0
29,1,106.1,0
25,1,323.04,0
179,2,350.39,1
40,4,697.9,0
22,3,780.43,0
22,10,3055.93,0
37,9,1199.01,0
82,3,1285.04,0
73,1,512.31,0
11,1,546.04,0
16,12,5411.91,0
4,39,7837.73,2
12,4,732.16,0
14,5,1770.88,0
36,4,36.56,0
4,3,387.68,0
71,7,3704.87,0
51,1,298.4,0
5,5,1995.46,0
22,4,1820.09,0
298,1,889.24,1
1,3,398.7,0
33,1,35.400000000000006,0
49,1,155.37,0
2,3,350.64,0
47,1,110.21,0
42,8,1593.38,0
26,5,2779.3,0
42,1,338.8,0
1,124,40991.57,3
303,1,205.48,1
106,1,51.56,0
85,1,2033.1,0
81,9,901.2,0
218,4,605.8000000000001,1
372,34,5391.21,2
11,2,114.34,0
185,2,311.26,1
372,1,208.97,1
1,4,1418.03,0
4,23,26879.04,2
5,12,5155.66,0
304,1,148.21,1
368,1,252.8,1
3,8,2100.8,0
323,1,330.9,1
59,6,3160.0,0
12,3,597.5,0
30,20,10526.32,2
142,1,329.65,0
30,6,1197.1,0
107,5,428.18,0
2,12,1894.35,0
204,1,155.9,1
80,5,1859.16,0
185,6,683.46,1
170,1,237.61,1
43,1,379.45,0
173,1,178.51999999999998,1
364,1,458.92,1
304,1,133.35000000000002,1
3,4,671.77,0
3,4,717.45,0
12,1,190.19,0
31,3,899.61,0
129,1,111.35,0
21,8,726.05,0
212,2,203.87,1
322,2,602.09,1
162,1,203.86,1
56,3,244.1,0
225,1,112.25,1
71,8,1119.81,0
44,1,98.0,0
23,1,256.32,0
172,3,566.6,1
85,2,152.06,0
159,1,155.8,1
190,2,112.2,1
29,1,110.38,0
21,1,191.67,0
71,4,800.24,0
247,1,72.9,1
373,1,243.28,1
9,1,366.23,0
310,5,311.01,1
58,2,411.6,0
3,1,336.43,0
45,3,341.28,0
88,1,1304.04,0
4,17,4204.1,2
64,4,826.52,0
282,1,207.50000000000003,1
11,7,2962.5,0
372,1,244.08,1
133,2,397.29,0
45,2,212.54,0
11,4,843.0,0
35,5,1740.48,0
134,2,408.36,0
29,3,1331.57,0
51,2,704.25,0
138,2,145.79,0
5,1,389.84,0
8,7,4301.22,0
159,1,99.14,1
49,10,4106.4400000000005,0
130,1,304.56,0
7,1,77.50000000000001,0
233,2,149.57999999999998,1
37,1,176.68,0
147,1,358.56000000000006,1
1,45,58510.48,2
72,3,482.2,0
39,3,1008.54,0
5,12,2332.72,0
198,4,557.3,1
249,1,12.75,1
66,1,111.68,0
116,1,508.4599999999999,0
171,1,73.78,1
21,39,1296.44,2
142,1,102.83,0
31,2,471.7,0
37,14,2622.57,0
37,5,1098.43,0
371,1,123.07,1
373,1,277.35,1
166,2,228.2,1
211,1,582.59,1
241,1,136.04,1
51,1,337.04,0
24,3,740.79,0
15,13,4488.81,0
372,1,353.19,1
29,1,288.14,0
365,1,300.92,1
35,4,757.71,0
165,3,811.45,1
145,1,152.68,1
22,1,634.95,0
56,1,20.8,0
185,1,198.57,1
11,7,201.12,0
236,3,630.84,1
225,2,93.35,1
121,4,678.49,0
281,1,76.1,1
74,8,1970.67,0
37,2,382.06,0
12,2,417.23,0
362,1,169.47,1
3,2,249.72,0
23,1,444.68,0
70,9,2116.19,0
235,1,257.34,1
256,1,174.8,1
373,1,102.79,1
155,2,187.29,1
28,1,166.42,0
4,1,120.03,0
32,5,1483.56,0
81,3,523.0,0
108,2,122.14,0
51,1,38.45,0
35,1,668.11,0
152,2,389.78,1
98,1,115.31,0
4,2,230.65,0
334,1,73.5,1
65,1,97.97,0
21,2,422.88,0
35,3,730.4,0
32,3,405.62,0
154,6,70.02,1
19,2,357.20000000000005,0
11,21,4183.39,2
53,1,165.04999999999998,0
24,3,559.51,0
4,10,2088.6,0
45,1,189.4,0
203,2,172.29000000000002,1
359,1,74.4,1
70,1,300.02,0
7,10,6784.1900000000005,0
288,1,363.65,1
9,1,170.16,0
23,3,306.46,0
21,10,2119.41,0
173,3,720.52,1
133,2,814.0,0
5,14,2392.83,0
75,1,318.0,0
40,1,396.33,0
289,1,101.7,1
26,5,2036.67,0
257,2,453.0,1
185,1,247.44,1
114,12,3877.52,0
373,1,489.6,1
23,10,2611.75,0
8,11,2633.01,0
217,2,336.13,1
45,4,3651.97,0
18,2,1231.5,0
36,3,343.45,0
25,1,703.37,0
16,1,90.48,0
330,2,689.95,1
274,1,101.34,1
98,2,4055.7199999999993,0
61,1,167.67000000000002,0
2,11,9068.26,0
93,4,2106.52,0
81,7,3017.3,0
312,2,580.0500000000001,1
11,3,911.15,0
7,6,2697.8,0
127,1,168.31,0
11,2,223.65,0
0,60,259657.3,3
37,1,754.64,0
37,1,113.48000000000002,0
329,1,430.7,1
254,1,271.0,1
1,26,8052.97,2
19,1,236.3,0
12,2,352.69,0
368,1,76.32000000000001,1
290,1,220.1,1
67,8,1418.03,0
25,1,320.72,0
10,26,5653.82,2
367,1,181.12,1
214,1,111.15,1
149,2,673.1,1
8,6,1826.21,0
24,2,589.4399999999999,0
29,4,1142.99,0
60,1,206.83,0
19,3,348.73,0
243,1,112.55,1
15,3,1059.39,0
212,1,931.5,1
29,5,681.9100000000001,0
63,3,784.33,0
295,1,152.65,1
17,6,8438.34,0
157,2,1019.52,1
116,2,1000.16,0
7,12,2888.75,0
12,4,2861.55,0
140,2,160.35000000000002,0
45,2,179.33999999999995,0
50,3,612.0799999999999,0
32,3,566.58,0
134,2,653.35,0
3,2,399.19,0
75,3,371.62,0
12,2,734.94,0
9,2,453.4,0
301,1,530.15,1
57,2,638.0600000000001,0
15,5,1618.69,0
37,1,399.65,0
177,1,302.46000000000004,1
23,3,1384.86,0
176,6,1169.94,1
60,1,202.65,0
33,3,980.31,0
58,5,1231.31,0
14,20,7561.68,2
86,4,2106.84,0
7,1,104.0,0
358,1,476.35,1
31,6,1341.42,0
128,4,1590.81,0
9,6,1793.17,0
4,6,1843.75,0
24,1,382.8,0
227,2,632.07,1
15,1,49.8,0
249,1,304.25,1
15,3,2001.04,0
77,2,1090.24,0
192,2,284.46000000000004,1
261,1,207.8,1
71,1,957.97,0
165,1,243.76,1
82,1,973.84,0
95,2,689.13,0
4,17,5425.56,2
106,1,163.8,0
199,3,1396.99,1
157,1,160.42000000000002,1
71,3,1993.7,0
36,2,517.36,0
28,1,139.10000000000002,0
1,6,2621.38,0
25,5,600.07,0
326,1,248.42,1
236,1,232.48,1
89,1,299.34000000000003,0
31,1,481.75,0
29,2,621.75,0
211,2,662.08,1
2,10,2069.77,0
226,1,305.28000000000003,1
22,5,1041.61,0
92,1,443.0,0
4,14,6484.54,2
263,1,158.95000000000002,1
3,12,5509.12,0
44,11,5228.05,0
217,1,93.75,1
56,2,779.9,0
11,20,7276.900000000001,2
9,7,2810.2000000000003,0
192,5,2083.27,1
81,4,592.97,0
325,1,440.0,1
71,3,1796.48,0
29,6,882.24,0
2,5,987.1,0
218,5,1561.61,1
46,1,422.58,0
9,17,2073.09,2
72,4,2232.49,0
7,7,2567.06,0
23,2,596.1,0
122,2,804.02,0
17,1,95.34,0
310,1,349.27,1
87,1,4314.72,0
50,2,526.67,0
89,1,103.3,0
39,8,2337.63,0
24,3,2338.6000000000004,0
172,6,2643.2000000000003,1
43,2,324.24,0
140,1,149.48,0
25,3,1213.16,0
72,2,801.51,0
134,1,25.5,0
366,1,168.6,1
38,2,283.15,0
2,6,3078.58,0
2,3,204.0,0
30,1,175.92,0
43,1,335.86,0
58,1,110.38,0
73,1,173.9,0
277,1,180.6,1
180,1,80.82,1
7,2,178.05,0
3,16,2094.88,2
42,3,1837.28,0
